UniqueIndexID_ItaCoLA	Sentence	ExpertAcceptability	PlayersAcceptability	NumAnnotations	DisaggragatedAnnotations	PlayersID
9551	Edoardo si sposò.	1	1	2	1,1	mUnENBws,iAhjmUQk
8700	Ciò guarda questa cosa.	0	0	2	0,0	DBlF5lyy,iAhjmUQk
9571	Il cavallo ha preso la mano del fantino.	1	0	3	0,0,1	mUnENBws,iAhjmUQk,F2byQojD
8964	Il vino macchia.	1	1	3	1,1,1	mUnENBws,iAhjmUQk,WQHW5pZ6
9222	Alessandro si dimentica di aver promesso un viaggio a Poi.	1	0	2	0,0	mUnENBws,WQHW5pZ6
8925	Il pacco è finalmente arrivato.	1	1	3	1,1,0	mUnENBws,WQHW5pZ6,kKyAP7X8
8540	Gabriele è alla tavola.	0	0	3	0,0,0	mUnENBws,WQHW5pZ6,F2byQojD
9257	Il fatto che fa judo corazza Vittoria contro i nemici.	1	0	3	0,1,0	mUnENBws,WQHW5pZ6,kKyAP7X8
9533	Alice è come l'araba fenice.	1	1	3	1,1,1	mUnENBws,WQHW5pZ6,kKyAP7X8
9030	I titoli stanno sul giornale.	1	1	2	1,1	mUnENBws,WQHW5pZ6
9321	Tommaso e Sofia divorziano.	1	1	3	1,1,1	mUnENBws,fl0Zk3zH,WQHW5pZ6
9576	Riccardo ha preso una buona occasione.	1	0	2	0,0	mUnENBws,fl0Zk3zH
9658	Sofia ha mangiato molto.	1	1	2	1,1	mUnENBws,fl0Zk3zH
7854	Edoardo crede chi Sofia abbia baciato.	0	0	2	0,0	mUnENBws,fl0Zk3zH
5894	Andrea è diventato sorpreso.	0	0	2	0,0	mUnENBws,fl0Zk3zH
9186	Giorgia desidera che tu venga.	1	1	2	1,1	mUnENBws,fl0Zk3zH
9613	Andrea mollò uno schiaffo ad Alice.	1	1	2	1,1	mUnENBws,fl0Zk3zH
9391	Sono scesa di 2 kg.	1	1	2	1,1	mUnENBws,fl0Zk3zH
5502	Gabriele ha iniziato la lezione per ore.	0	0	2	0,0	mUnENBws,fl0Zk3zH
9162	Emma prende un giornale dal tavolo.	1	1	2	1,1	mUnENBws,fl0Zk3zH
8981	Bollire il latte.	1	1	2	1,1	mUnENBws,fl0Zk3zH
3543	Gabriele lo approva l'idea che tu danzi.	0	0	3	0,0,0	mUnENBws,fl0Zk3zH,YfAnLxGO
9448	La sua elezione cambia lo scenario politico per i prossimi anni.	1	1	3	1,1,0	mUnENBws,fl0Zk3zH,YfAnLxGO
202	Tommaso l'ho visto ieri, non Andrea.	0	0	2	0,0	DBlF5lyy,iqd74Hi2
513	Chi pensi all'affermazione di Paola che Lorenzo vuole sposare?	0	0	3	0,0,0	mUnENBws,fl0Zk3zH,YfAnLxGO
9659	Ho visto un'unità di copertura in marcia.	1	0	3	0,1,0	mUnENBws,fl0Zk3zH,YfAnLxGO
9705	Lorenzo passò un panno sul mobile.	1	1	2	1,1	mUnENBws,YfAnLxGO
407	Quali segreti hai fatto l'affermazione che Tommaso conosceva?	0	0	2	0,0	mUnENBws,YfAnLxGO
4516	Il volto di Emma è sfigurato per un'ora.	0	0	2	0,0	mUnENBws,YfAnLxGO
9636	Tommaso mette il bastone fra le ruote a Francesco.	1	1	3	1,1,1	mUnENBws,YfAnLxGO,Vbs6jYw2
9279	Giulia sorride a Mattia.	1	1	2	1,1	mUnENBws,Vbs6jYw2
9250	Beatrice parla della sua partenza con Sofia.	1	1	2	1,1	mUnENBws,Vbs6jYw2
3891	La situazione glielo comporta.	0	0	2	0,0	mUnENBws,Vbs6jYw2
9213	Sofia adora che la si baci.	1	1	2	1,1	mUnENBws,Vbs6jYw2
2651	Maria diverte qualche cosa.	0	0	3	0,0,0	mUnENBws,j3NeYHsi,Vbs6jYw2
301	I vandali saccheggiarono Roma ai senatori.	0	0	3	0,0,1	mUnENBws,j3NeYHsi,Vbs6jYw2
7033	Il camion è la carica delle casse.	0	0	2	0,0	mUnENBws,WQHW5pZ6
502	La ragazza parte.	1	1	3	1,1,1	mUnENBws,iAhjmUQk,WQHW5pZ6
20	Il mio e preferito è la Divina Commedia.	0	0	3	0,0,1	iAhjmUQk,iqd74Hi2,WQHW5pZ6
916	È possibile che tu sia caduto in disgrazia per colpa mia.	1	1	2	1,1	YfAnLxGO,ApnCHpJN
735	Sto parlando dello stato.	1	1	3	1,1,0	YfAnLxGO,92nW9Gjw,LIXNs3Xt
1315	Prendimi il libro che sta sul tavolo.	1	1	3	1,1,1	YfAnLxGO,ApnCHpJN,92nW9Gjw
736	Aspettami.	1	1	2	1,1	YfAnLxGO,92nW9Gjw
1176	Sono romani?	1	1	2	1,1	YfAnLxGO,Ke1PzR07
3432	Lorenzo confonde il sole.	0	1	3	1,1,0	j3NeYHsi,d?suZO!D,92nW9Gjw
9501	Gli elogi di Leonardo hanno montato la testa ad Aurora.	1	1	3	1,1,1	d?suZO!D,92nW9Gjw,j3NeYHsi
9548	Leonardo ebbe fresco.	1	1	2	1,1	d?suZO!D,92nW9Gjw
9167	Gabriele alloggia gli zii in casa sua.	1	0	2	0,0	d?suZO!D,92nW9Gjw
5526	Il temporale ha ritardato il treno per due ore.	0	1	3	1,1,0	j3NeYHsi,Ke1PzR07,LIXNs3Xt
355	Avendo me sempre sostenuto una posizione diversa, dovrò votare contro questa proposta.	0	0	2	0,0	d?suZO!D,dd640LRG
2042	La nostra attenzione merita questo caso.	0	0	2	0,0	d?suZO!D,dd640LRG
9601	Il sindacati hanno elogiato l'accordo con il governo.	1	0	2	0,0	d?suZO!D,dd640LRG
3551	Tommaso ne approva il fatto di ciò.	0	0	2	0,0	dd640LRG,ApnCHpJN
2476	La Riccardo adora.	0	0	2	0,0	dd640LRG,ApnCHpJN
9165	Tommaso spennellò la parete con un pennello da imbianchino.	1	0	2	0,0	dd640LRG,ApnCHpJN
2080	Dove Maria ha nascosto i capelli?	0	0	2	0,0	dd640LRG,ApnCHpJN
9231	Aurora evoca a Giorgia il fatto di essere stata benedetta dal Papa.	1	0	2	0,0	dd640LRG,ApnCHpJN
1135	Quel che Emma ha fatto è venire.	1	1	2	1,1	Ke1PzR07,ApnCHpJN
5461	La vetrata si è spaccata per un secondo.	0	0	2	0,0	dd640LRG,92nW9Gjw
649	Gabriele ha domandato da quale professore non era stato ancora interrogato Riccardo.	1	0	2	0,0	dd640LRG,jjt!Anoh
5351	Il vetro si è rotto con Alice.	0	0	2	0,0	dd640LRG,cJoucJWN
4525	Edoardo ha fratturato Beatrice al braccio.	0	1	4	0,1,1,1	dd640LRG,ApnCHpJN,92nW9Gjw,cJoucJWN
7912	Ho visto una casa.	1	1	3	1,1,0	ApnCHpJN,92nW9Gjw,jjt!Anoh
2261	Dal giardino alla strada Gabriele ne ha tolto gli alberi.	0	0	2	0,0	92nW9Gjw,lY2Ep0os
3473	Andrea fondeva l'oro.	0	1	3	1,1,0	LIXNs3Xt,uXGZ4s50,k43pmW!T
214	Che cosa ha comprato il giornale Andrea?	0	0	2	0,0	k43pmW!T,uXGZ4s50
9135	Giorgia ha designato Francesco suo rappresentante legale.	1	1	2	1,1	k43pmW!T,uXGZ4s50
9640	Tommaso ha pizzicato la guancia di Vittoria.	1	1	2	1,1	k43pmW!T,uXGZ4s50
3989	Questo fatto gli vi equivale.	0	0	2	0,0	k43pmW!T,uXGZ4s50
1918	Leonardo ignora la risposta di parecchio.	0	0	2	0,0	k43pmW!T,uXGZ4s50
5920	La pianta sta secca.	0	0	2	0,0	jjt!Anoh,cJoucJWN
1091	Quel ragazzo e quella chiave aprono la porta.	0	0	2	0,0	93O5KCwA,ytitvUVq
